path	operation	sha256_before	sha256_after	mode_before	mode_after	uid	gid	reason
/usr/resource/layout/theme1/dialog/bookmark_remove.dlg	modify	05d34f81f919bbc3bed0144aa4f5acdf72a4f769b324bb0e19060cbc0668c73e	ca67cb7f505b22f65c374aed61b928bbe691be7ebad789519bddc7893129923f	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/bt_scan.dlg	modify	b1b060748e55dadf23e63b8fe3dd4a656adfb239324f35f546cfc99a278e63e6	a1e180bbe892565d2cd576e1936dd7e97d2a070692f42020d1a99ba1cd2bd2b2	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/bt_vol_adjust.dlg	modify	33dff0989158e7b506902aa104c94287e8a2331694a69255d28240dfbb28dbed	9985ae468579f1206917a652a1ecd0c5225d5524c045507ee1f01d29ecfaa945	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/check_upgrade.dlg	modify	864e8b377aefb3d246f7c1cf37704878631e9fbd78b966feea56f18ebc7632b1	bf0a8c6e9f859c37d587e80aeb3cd2ab853a55842e917d2bace1323025b0a939	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore official 1.3 element tv_check_upgrade under vg_dialog_check_upgrade; Use official tv_check_upgrade name for custom checking label, without duplicate text
/usr/resource/layout/theme1/dialog/confirm.dlg	modify	7e5a6092aa7ff9ea131757887e206864ebec2029e868a2ae686ca5c77c10edb7	fca8336ad97cdf90f2306364edc96cfdfadba478a7a7c841270a3b4f49705edc	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/data_dealing.dlg	modify	81b602b9a34a573cfd1b526424fbccc5c86a3e8e735af99a1e09a789a67de6f3	0287ee62c920ea93bfa5668430c9620f6b00838354cc8f13b160a00611c69961	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore tv_dealing to official parent vg_dialog_data_dealing; translate custom coordinates by (10,125)
/usr/resource/layout/theme1/dialog/date_set.dlg	modify	c1fd3331d534dd1fd14e67c24504b29a1cac300b5929b262034e5ca9f58bd65f	3ebec537f084d3e7b18440dd88cb8377345602fdf5a54b62c4d6f0b894bfeec9	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore date_set_iv_inc_year, aligned with custom date field; avoid field overlap; Restore date_set_iv_rd_year, aligned with custom date field; avoid field overlap; Restore date_set_iv_inc_month, aligned with custom date field; avoid field overlap; Restore date_set_iv_rd_month, aligned with custom date field; avoid field overlap; Restore date_set_iv_inc_day, aligned with custom date field; avoid field overlap; Restore date_set_iv_rd_day, aligned with custom date field; avoid field overlap
/usr/resource/layout/theme1/dialog/hibylink_bt_ask.dlg	modify	fdb89f1d1789524c85576ff8fa99b481f644fe2f2058b60d3596200cfde48d86	61a443ba6de7bf515d3fa2e3c581a66e024e5da7e7199e8a4865b214cef65db1	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/instructions.dlg	modify	9f1320081f20c7b5bb3da54716cd6740a22a2d11d32f2bcf6d242298e6ea829c	350fc1c585b03c7fb32ab443cf609adce6f99365500fa31b89d2a4163a41031c	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/listview_menu_op.dlg	modify	6e7724a90c11aaa43b2dec00459ebb27f0fc883dc4aacf85c81fc739a11e0d2b	2a4cc6f40770ce08d5c048de819a8564f36c33c10db3c8bcce5b27a5ee735efd	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/load_fail.dlg	modify	aee14488d8cc80b4d453faad24f40ef05943107365896c0a2d640101a13e27fe	c1e58d6f6c734c130cb601456c501286d525193472ac7b8c878bb5cbe7d670e6	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore tv_load_fail_err_code to official parent vg_dialog_load_fail; translate custom coordinates by (10,115); Restore tv_load_fail to official parent vg_dialog_load_fail; translate custom coordinates by (10,115)
/usr/resource/layout/theme1/dialog/loading.dlg	modify	8d4968093fa2beac2eb4dae901d98df41749a7a38c157df77b93e8c5727754b6	b5a4602dac0fb69542995e107c8a2f89511f06cf2e4270366311851350407607	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore dialog_iv_loading to official parent vg_dialog_loading; translate custom coordinates by (30,121); Restore dialog_tv_dealing to official parent vg_dialog_loading; translate custom coordinates by (30,121)
/usr/resource/layout/theme1/dialog/music_update.dlg	modify	64580f4035f6789a4de09fa834beeb825034e339bd1e0a609fd9025fa8f4a99b	b0eeafb8fa6d2a6cce0dec3cf29258e0a82ea51b8dcb973107c81d43a4431556	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/net_info.dlg	modify	4c532238c000bdd3185685f2fda20da076135bce8941c4fce9faa6e7cd007ee1	84cbf186dc6db0f79c4d7d153ac7800fe8f4b658803217c2949220f4b857df90	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore tv_host_name to official parent vg_dialog_net_info; translate custom coordinates by (10,143); Restore tv_host_name_attr to official parent vg_dialog_net_info; translate custom coordinates by (10,143); Restore tv_mac to official parent vg_dialog_net_info; translate custom coordinates by (10,143); Restore tv_mac_attr to official parent vg_dialog_net_info; translate custom coordinates by (10,143); Restore tv_ip to official parent vg_dialog_net_info; translate custom coordinates by (10,143); Restore tv_ip_attr to official parent vg_dialog_net_info; translate custom coordinates by (10,143)
/usr/resource/layout/theme1/dialog/notice.dlg	modify	490421e1bccf17cf8e2f5365505cc276570167804069549559f25d29c2fdd9f4	54521a780b0148e1920ccb0978e42eaa600d74fc8bbdd9d6c1257f8bf287d624	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore tv_notice to official parent vg_dialog_notice; translate custom coordinates by (0,0); Remove empty donor wrapper left before tv_notice by parent-restoration merge; preserve official direct text parent, custom popup geometry/colors and dynamic message path
/usr/resource/layout/theme1/dialog/notice_second.dlg	modify	dbb421be7a5d7dd103fa2451297c0f4da0dbe3e911ac340c2d5b06b09b4c4bd6	71c8f813546aa1a12bc8df9f43000854b52b30101be4a2982613a00d2e4694de	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore tv_notice_first to official parent vg_dialog_notice_second; translate custom coordinates by (0,0); Restore tv_notice_second to official parent vg_dialog_notice_second; translate custom coordinates by (0,0)
/usr/resource/layout/theme1/dialog/output_select.dlg	modify	1eb568d2cc294f8744c83bfe442c0bc74b89f7f0fc7b66bff14e472444acc7a6	c0a83fa59e94130ce7020465b89e8fca41351b80acab342c091eca67779701a8	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/percentage_adjust.dlg	modify	4f0f7d7b32ecee6d6a96a55e33e3f86e868e987ad5739d40fd7fbedc100fffc0	4ff9a9e38fa151c4f997400dbf07abdbd519ecea09b260c08b81b4096faf4c98	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/play_menu.dlg	modify	51a808eff2c06a7d5d1ffbfbb84a5adda58ade29bd520a434783f3576c989858	bc017d0bde63b7e6bebcb8e082d5416ae22c4b97c4f820183de77fce7c0ea090	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/play_remove.dlg	modify	56a1b7dff542dc36fbe98b81652f7b7f91acfb48406f2d338498c0ca0f90b2c4	f9a446a3b2dd548198aeca8f72ce4666230c53d06ae6eede7a9cad6db784224d	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/play_reprater_prompt.dlg	modify	d180d39bb51fb67c66109ddbbf2c6d8ac7524e2455d80ccaf9cba929d3381148	04641a015a9c0b6298b2a7ef2949c39ebc2364d2dbfa6b71bc95f14b92d07e2e	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/playmenu_song_info.dlg	modify	de4cb5ef11640426974223584750ceea1d4be7e10ef711a2b5a603cb87f5c542	2ceba5e84e8f25384192d20483f757253b1637871572f43a62a37a473aca1763	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore official 1.3 element playmenu_song_info_tv_title under playmenu_song_info_vg; Restore official 1.3 element playmenu_song_info_tv_artist under playmenu_song_info_vg
/usr/resource/layout/theme1/dialog/power_save_shutdown_timer.dlg	modify	25b4e39dfc27067ffacbfb2b3dd0425536b608a30d61d22f8d058ffc8519feef	0ecfdcc99865db47e2f6aeaf47dbb697a85f6073ec7fa0193a1b10e1765469f7	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/qrcode.dlg	modify	83982031220af8700a9c7fa8269d9c0dd7c38747055fe7151880f2e3219bfea4	b533ace63f7d8bacacbd4a5d47f87753bd0b1efb1c2f72b5215ab3b18d191733	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/record_back.dlg	modify	04ed63f21f528174de452c2c49cfc699ebbe9027c7ee73f2a5878a38192d04fe	f40b2be5e618390eeadec5186ed00f11d874518888290a2c24000267de13ca02	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/remove_folder.dlg	modify	ddb9882be127322bc114913ed6c2a4f77124be242fa716480a70d3677e49c1f1	bb3faa0e4bda3b71b51883b599f690d61fa059ae7c38ab5f532e144a5cb31d0a	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/remove_song.dlg	modify	75b26b95dd894c915a9ca22e9a968b8eed48c74be10d57631e4a62040ab67efd	453a6d68b328ffe520ac9a52fdadd3f10efafa8bff98ab775ed05b37571921fe	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/repeat_name_op.dlg	modify	a7e5b75a090f01ebc1bba6e4a87dc5fba42785fb9be95fa4ca2a0d75019368ea	1ec45fb53b2b16200d61aea49f04b5382209b1a992cc7bb14f3e68c630b4306f	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/restore.dlg	modify	b31c0afe60cd16af44a61dc4b0380db6844c9bd556e45bde5f0176dd68fe1f1d	8c1a13aebf0c2686849223e973eda0c70fe8711adfea9e9ffe2c1d34a03e937e	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/set_playspeed.dlg	modify	654324b896257fb2f4c0e9dc29853b4238533897bbea11e613f616f43623cf0e	65c2fc321923ac45ba3729e1af557c0e07754b4b12a127e2f61bf1ad2da76e3a	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/settings_clock_set.dlg	modify	bfcced07976ff87f84d1b34c52581d22d3f8882eaa0ac2cd8b42e9c0506f7dac	56fe4f7ecbc3d970635494f586084304f12cdafede040e43d9045b926b5cc513	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore settings_clock_set_iv_inc_hour, aligned with custom clock field; Restore settings_clock_set_iv_rd_hour, aligned with custom clock field; Restore settings_clock_set_iv_inc_minute, aligned with custom clock field; Restore settings_clock_set_iv_rd_minute, aligned with custom clock field
/usr/resource/layout/theme1/dialog/settings_color.dlg	modify	de00a69f43802c6cf06817915a68f8db61ec19d988663a1fd2d5546792ee78bc	505cd004ff408db9995da65697c477cb2e710fcf562bc1d9d75fa74e72b6f3a1	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore dynamic on/off label beside custom toggle without overlap
/usr/resource/layout/theme1/dialog/settings_digital_filter.dlg	modify	aa59edd4b35c6119bca8e61902111d097d3234649404bd670e19cf0812769129	03011e960c69c5389de65c29da6d596925e66e9e49d2496364c3be54fb0becc6	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/shutdown_timer.dlg	modify	102e2a0ae66202817b4b01437365a2384f2445b101bc4d6c01df5ffe70ac1743	5a6d118bd4af98fdba35aa6d6a8ffb975fcfb14d5b2cc2143d1969f4de392c89	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore shutdown_timer_tv_msg to official parent vg_dialog_shutdown_timer; translate custom coordinates by (10,133); Restore shutdown_timer_tv_count to official parent vg_dialog_shutdown_timer; translate custom coordinates by (10,133)
/usr/resource/layout/theme1/dialog/song_nosupport.dlg	modify	88d3e6bb6395b1cd572efcf6709b3ec108347751620314a035e002e083329292	e14c7cc8f65bda416fb152abc833b280f4a6e2d54323980e197b819901c268c1	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; Restore tv_song_name to official parent vg_dialog_song_nosupport; translate custom coordinates by (30,115); Restore tv_song_nosupport to official parent vg_dialog_song_nosupport; translate custom coordinates by (30,115); Restore tv_song_try_to to official parent vg_dialog_song_nosupport; translate custom coordinates by (30,115)
/usr/resource/layout/theme1/dialog/tidal_qrcode.dlg	modify	2c48c7a39814de385ca66d21a589849f7616898d817c78e48ad3d51369a9de10	aeca3bcb75f4eadb8059feddbb059ca8b654d3603602222a2822aa343a23e556	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/tidal_subscription.dlg	modify	d4f91a26980eb1ab04f338addaa1b17d5aede950def8cf0e3f33f1891a9a1abb	e96745d1c72958b5e2d6da3749a2c13e053cf36374f7bf26f96b8c04a4ce9e0c	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/tune_preset_tuning.dlg	modify	03047dcbdcdf2a59d4017c4b04ea0f971e30c25b091d442ae947ac984a41ddbd	1d852aa1afb6810f1e3a170f0d7fcd1aee9447054493c44aa0f61e4bc10089ac	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/tune_set.dlg	modify	de1bb501508764c04d006230403a2c1b5e7642d572cdcffc21d0093e07b3bac6	a40719625664077be90ad3686b45a77505f71ed81d06edd748729b797ee2e191	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/url_qrcode.dlg	modify	6cadd6f14acca1853aea5159c3e5d905633efb6d5e8b3d41d7d97cd3ed980616	1945d8a10161822b19e257f793112ee89e35fd5a0e39cb36d4d98c6ecc9f2843	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/volume.dlg	modify	d0b35c220b13855503b655a4a7f6bb339ad59e5259d66156409326829ccb14a6	48f8d119a02b653792c279df8edad4b5b1e7a0266f13692dc5a60bd1b9c0b227	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/volume_long_time_high.dlg	modify	434888c86eb6346603494dc926fde758e1b3faa5b8af86bf699fb7786bde1c68	11951ffbbc8c108b94cfc71ecae376b8f7de8b7fad5ec8047839e6eca617954d	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/wifi_password.dlg	modify	dea735a26fdcf3df005f8db4eb586cb8438a516c56f2aaeb9ec349bdca786840	9cbcf6b49d216b27a8a65500b25d759dd0c5482029904696f46aafa7796e8945	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/dialog/wifi_scan.dlg	modify	ab1ae20ff3bfda3f7c14a192c077ae779976a240eb6989a14e60b6596cf92d41	da06c65fc0fc60ec4ee9f1feb4588dec6fd378f1cc6e3b48dc7a593d28d80229	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_about_dev.view	modify	899a1bae14a17c8481410eaa4ccd47b28c957118dc5e406d337e963bd7593c35	efabc15f5fe1f31526fac4267d195f5829e59fd4536eb258c0cc532a5b7852df	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_airplay.view	modify	c1255661bf18e655bfb88bb94c002ef482e1743958a0f33b134b361cc749674e	4f590ec22d536b5536a6ffaa3b9ab3b33b5fb195c9fd460ca370ad7fd9bb2292	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_bt_input.view	modify	75277fc1503bc81c6305a527825e8ac2e05a49a6b858958fb2cb68cdef79fd5f	f67e09506a02c21adf719adff3dbd7ad544dbac83c3ef5ef165053a5808c7c6a	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_category_label.view	modify	d2aee062f299f3d74569b5b78c765fca0e352175d780bf3b8ce4a57f17cafa20	71e0dd146a19f074f61671db5066bb9b74ee529115a6f4e22a796368278e71b9	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_certificate.view	modify	a2eb020b164527f13071697eccaaa92b2c87a66dd5a52fe2f3b16f8fcb0f028e	78d590935a9cfc272fa4ea0e5fd72ec82e04c894978967c5292068abf006cdcf	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_charge.view	modify	a80f40dc3bd637693782848672700f514fed4e20bf92483afe4143dce07bda74	1d72abd34a566056950d45458832706cc00194a400feb9f2a58c08e1b7fe221b	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_dac.view	modify	8ac26e713c431fc9a76f008cce03c4fc9ed5bcf3312dbf2067ecb235c4095d7b	cc4744e0b99f531890ddd6d00a8fd5251273d387e58a347b8ea4a6392710d081	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_dns_set.view	modify	6e22400459c4a5edf900cfb5fffde784827f13d298faae26c93b4a3c14d18f7c	5c1f048c9840680fea58dbf3877e383ff98099ea0d87fd11092037bb4c4d289d	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_eq_title.view	modify	2b014ce2c9e35af378cb0c9e03e614f539eee3c841b54d0358c0d00b1bec3386	bba6ea30077d0bc155624ae6f19fda3a3131629e58a8dce4ef18271d00c1f929	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_equalizer.view	modify	ae1f29faa95056eb8ac61df540144df705541ffcc213ad004a98b04fb2ea314b	5ce54fa5757a298b376ff7708a9ebbea07c7f3d6d1378584cd91d811c1693590	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_eula_op.view	modify	15a6888b197e8f35891e8b22722649c09408b4d98bccf1ad2b9a6362fa60ec36	a0da6e95574cfc1ecf0cbb628980ebffe8f3dcde8a100efbbec3340b5b3da648	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_exception.view	modify	4d63c90c6f64be33b8a1de7eb58c18da0d809ac20c46bce949291c8f647d68b7	589859725dbad691999587bea942b12bcdde90897dc7067444ef641f7c830bdd	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_keyboard.view	modify	97882a4c56222452e8e4bd67a4d706b481c955e4d0b01bedef33ed52c5d370eb	c6cd0fb506ef5b6b782a9cf45712817dc77587f018aba05810d7239d252a6bd4	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_listview_mult_menu.view	modify	2b79254fe5257b9912a165fbe75699b76bd6fc82e2a50c4f7158401ad810e329	bb54c18a2004fd76046d12c6a74519a18def9977097e65190b4a246708018ab8	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_main_category.view	modify	35db4b9ebe9df96fd989f3ed09b3592ff5e9fe77aaa740a0fe29a56ac20216f2	c9611c4949f67e042e23b20e9b6a904de2578e771e6be816a755e6b192a16358	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_main_songlist.view	modify	fa6feb43ee76dbe256647b62bf1a7c20cc55b762e6edbf4d2704c538c1a8850b	f134f25443dd8bb760c0c28853290b259bc651f6ba5d3b2dfdfcadf2b6a96713	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_manual_ssid.view	modify	1a24f7fb0fb9b36445ba400afcf9a1e14c658d7c5e3a1296e6bddb9b4dda1965	9353213130d340bb2485636ca7bffad0ef240416a1def4232d63d9963772ecac	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_mseb_name.view	modify	bd9a3e991d8ad16ab9f4f84ed6dd056900faf16c8a51ba471490b569ac666c90	458cebbf1baafe05302f6420d7b79ef8004c5c1f00ed30b5b36a6b8db11e02a3	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
/usr/resource/layout/theme1/hiby_music_search.view	modify	90e8150baef1e08f22efa902293756f9f28d18efbcbdf9f8ea375fc90089992a	c2e3879760045375bc7fb54daccc1ca3b4d47a9f94f89aa085495bed23c8e962	-rwxrwxr-x	-rwxrwxr-x	0	0	Port custom layout styling; all official 1.3 name/type/parent and indexed-image contracts retained
